Id	Sentence	Expert Judgement	Crowd Flower Judgements	Average	Dataset
1558	Some products they sell it expensive because it was branded, some are cheaper because it was not branded product but if you'll see the quality, it's almost the same as the expensive one.	3	[3, 2, 4, 2, 3]	2.8333333333333335	dev
1559	It is therefore necessary to understand the idea behind it and come up with a well-organized concept.	4	[4, 4, 4, 4, 3]	3.8333333333333335	dev
1560	Many think that the treasure never existed.	4	[4, 3, 3, 3, 4]	3.5	train
1561	Due to that, i would state that the risk-taker will be more successfull.	4	[3, 4, 3, 4, 3]	3.5	train
1562	but if they needs money for these perpose they can do a extra hardwork.	3	[2, 2, 2, 2, 2]	2.1666666666666665	test
1563	Learn	4	[3, 4, 4, 3, 2]	3.3333333333333335	test
1564	However, after I learned all sides happening in a company such as marketing, accounting, leadership, financial accounting, and business communication etc..	4	[3, 3, 4, 2, 4]	3.3333333333333335	test
1565	It is not only that you are lucky enough to have a broader knowledge on things but for the fact that you were able to also help others as well.	3	[4, 3, 3, 3, 4]	3.3333333333333335	train
1566	What we need at present that goverments build more roads, streets and bridges to get ready to a near explusion of cars populations.	2	[3, 2, 3, 2, 3]	2.5	train
1567	I just enjoy what I get to do.	4	[4, 4, 4, 3, 3]	3.6666666666666665	train
1568	He knows how to draw a line of diffrence between gambling and taking risk.	3	[3, 3, 3, 4, 3]	3.1666666666666665	dev
1569	An example that confirms or supports my point is clear in the chinese cars.	4	[4, 3, 2, 3, 4]	3.3333333333333335	test
1570	Furthermore, it is way better to live on knowledge than on guess and common facts that anyone could learn through the medias.	3	[3, 3, 3, 4, 3]	3.1666666666666665	test
1571	It is the main resource for the cars to be working.	3	[4, 4, 4, 4, 4]	3.8333333333333335	test
1572	So, we must cooperate well with others, after we solve the today's problem.	3	[3, 3, 3, 3, 3]	3.0	dev
1573	From my personal experience, when I was very busy to find the information, the Internet very useful and fast tool.	2	[3, 4, 2, 2, 3]	2.6666666666666665	test
1574	"But then as it has been rightly said by someone ""We are the victims of our own greedy needs""."	4	[3, 3, 4, 3, 3]	3.3333333333333335	test
1575	I always appriciate my teachers because they makes me happy and they gave me an chance to study in United States.	3	[4, 3, 3, 3, 3]	3.1666666666666665	train
1576	The Bacteria is orginated on Mars and detected hydrogen frozeen.	2	[4, 3, 4, 3, 2]	3.0	train
1577	and they also can fly with keeping relation to Sun or stars.	2	[3, 2, 3, 3, 3]	2.6666666666666665	train
1578	We did not know what is the correct price and what shop is better.	4	[3, 3, 4, 3, 3]	3.3333333333333335	train
1579	This is very useful for them.	4	[4, 4, 4, 4, 4]	4.0	test
1580	It may tell us how large the world it is.	3	[4, 3, 3, 4, 4]	3.5	dev
1581	Apartments shows individual community verywell.	3	[3, 3, 3, 3, 3]	3.0	train
1582	So a prohibition wouldn't solve the real problem.	4	[4, 4, 4, 3, 4]	3.8333333333333335	dev
1583	though the preferrences might be different for a young person and for an older person to fully enjoy their life.	4	[4, 3, 3, 3, 3]	3.3333333333333335	dev
1584	Then , in the listening passage , professer said there is something found after 90 year, and no search before.	3	[3, 4, 2, 2, 3]	2.8333333333333335	train
1585	Post teenage, i.e college life, we may like to hang out with our friends for parties, movies, festivals etcetra.	3	[2, 4, 3, 3, 3]	3.0	train
1586	And they 'll explorer alot of saines like tha Tacnaloge right now	2	[2, 3, 2, 1, 2]	2.0	train
1587	But by then we have already bought the product and end up loosing the money .	3	[3, 4, 3, 2, 4]	3.1666666666666665	test
1588	In younger generation one can find more joy externally by chasing their dreams and in elderly people the it can be internal.	3	[1, 2, 3, 2, 1]	2.0	dev
1589	It has some problems that it can effect to humens.	2	[3, 2, 3, 2, 2]	2.3333333333333335	dev
1590	Sure, both arguments will probably decrease the number of cars, but the strongest argument speaks for itself: China.	4	[3, 4, 4, 4, 4]	3.8333333333333335	dev
1591	In fact, I am not an expert in the subject, but I would say I disagree with the statement listed and predict an increase of cars in the following twenty years.	4	[3, 4, 3, 3, 4]	3.5	train
1592	It mentions that now, it has reached to some oarts of North America.	4	[3, 3, 3, 2, 3]	3.0	dev
1593	and we says that these countries gonna be the next developed countries.	3	[3, 3, 3, 2, 3]	2.8333333333333335	test
1594	My 10th exam and 12th exam is very good.	3	[4, 3, 3, 3, 3]	3.1666666666666665	test
1595	And I expect, if we lose quanlities of cars , we will protect our life, our environment, and we will not depend on resourse gas,	3	[2, 4, 2, 3, 3]	2.8333333333333335	dev
1596	That is quite incredible, not to mention the fact that it might have been carved around 4,500 years ago.	4	[3, 4, 4, 4, 4]	3.8333333333333335	train
1597	So I consider that Governments should spend more money in support of athletics as state-sponsored Olympic teams.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
1598	The first theory why the Anasazi vanished suddenly is global warming.	3	[3, 4, 4, 3, 3]	3.3333333333333335	train
1599	I think it is a good way to teach youth empathy and encourage them to spend their time on something beneficial for their community.	4	[3, 3, 4, 3, 4]	3.5	train
1600	Also smart car of TOYOTA enable us to find road and to utilize various functions.	3	[3, 3, 3, 3, 3]	3.0	train
1601	However, the lecturer have a oppsite opinion about this.	3	[3, 4, 4, 3, 3]	3.3333333333333335	train
1602	I claim that they are not yet able to feel the same feeling of satisfaction that an old man, seing his grandchilds playing, does have.	3	[3, 3, 3, 2, 3]	2.8333333333333335	dev
1603	But in my opinion the high school there are free for all people.	3	[2, 3, 3, 2, 3]	2.6666666666666665	train
1604	In my point of view ; the cars amount will increase the double in twenty years , becuase people will increase and they need cars for they everyday jobs.	3	[3, 4, 3, 3, 2]	3.0	train
1605	Hence, I did not have to wake up too early this morning, I took the underground, and the train, then the underground in Rome.	3	[3, 3, 4, 3, 4]	3.3333333333333335	dev
1606	if they do thing they go for another untill they know how it woek and what is useful think of it .	1	[2, 3, 2, 1, 1]	1.6666666666666667	test
1607	I am sure that most of the kid knew that this was not the way their parents teached them, because they do not know why was it wrong or why should they do the ways their parents told.	2	[3, 3, 2, 2, 3]	2.5	test
1608	On the other hand, I know that the base of the communication is that you speak the same language.	4	[3, 4, 4, 3, 4]	3.6666666666666665	train
1609	we can see young people working over countries or working for others with tools like telephones or internet even if they look they spend their time just for themselves by being whole day in their room.	2	[4, 1, 2, 3, 3]	2.5	test
1610	I could become friends with many foreign people.	4	[3, 3, 4, 4, 3]	3.5	train
1611	It can't be considered as a major full time job.	4	[3, 4, 3, 4, 4]	3.6666666666666665	train
1612	Even though there could be agruments that there will be more cars, I think the gas and pollution problem is a fact we are already noticing.	4	[3, 3, 2, 4, 4]	3.3333333333333335	train
1613	so not in twenty years don't think so .	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
1614	Also, most of people prefer to entertain athletics rather than other arts.	3	[4, 3, 4, 3, 3]	3.3333333333333335	test
1615	There fore , he likes to do arisky and strainge things and he enjoy it.	3	[3, 4, 3, 2, 2]	2.8333333333333335	test
1616	So what if we occassionaly fall for a good comercial.	4	[2, 3, 3, 3, 3]	3.0	train
1617	But after a few days, I found myself enjoying in it.	3	[4, 4, 3, 4, 4]	3.6666666666666665	test
1618	However, what if they just work for the field which they already know how to do well, they might feel sad and tired.	3	[3, 3, 4, 2, 3]	3.0	test
1619	I think it does not mean that way.	4	[4, 4, 2, 4, 3]	3.5	train
1620	Edison, who invented a bulb, is obvious example.	3	[3, 4, 4, 4, 3]	3.5	dev
1621	other thing is.	0	[]	0.0	none
1622	In such situations, the general doctor may refer the patient suffering from these disease to an expert.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
1623	For instance, if a student gets wrong on the test.	3	[3, 3, 3, 1, 2]	2.5	train
1624	Many people think that treasure never existed, but in reality it exits.	3	[3, 4, 2, 3, 4]	3.1666666666666665	dev
1625	To begin with, the young people who hope that they sucide are incleasing.	2	[2, 3, 2, 3, 2]	2.3333333333333335	train
1626	Maybe I can not enjoy in real meaning and I am tired.	2	[2, 2, 3, 4, 3]	2.6666666666666665	dev
1627	Sometimes the students learn form class, but they have find the other ideas from outside the class.	3	[3, 2, 2, 3, 3]	2.6666666666666665	train
1628	I belive to have broad knowledge to specialize in one specific subject have outweigh than to have broad knowledge of many academic subjects.	2	[3, 3, 2, 3, 2]	2.5	test
1629	In my opinion if someone thinks one is more important than other why not to focuse on one?	3	[3, 3, 2, 4, 3]	3.0	test
1630	This does not imply that either person is not enjoying life, or enjoying it to a different degree.	4	[4, 4, 4, 3, 4]	3.8333333333333335	dev
1631	How could a scientist start unravelling a new world and at the same time be expert in another field?	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
1632	And people feel more arkward when it comes to their ears that this is something going on as a current event.	4	[2, 3, 2, 3, 4]	3.0	test
1633	He would never want his business or company to be stagnant.	4	[4, 3, 4, 4, 4]	3.8333333333333335	test
1634	However, I woud prefer traveling by myself with the good prepation filled with joy.	3	[3, 2, 4, 3, 3]	3.0	test
1635	the carebendiocside is very harm full for the people.	3	[3, 3, 3, 2, 3]	2.8333333333333335	test
1636	Even if they use buses, whtch are big cars, the fact pepole taking bus still reduce the number of the car.	3	[3, 2, 4, 3, 2]	2.8333333333333335	dev
1637	Our group decided to open Waseda Cafe.	4	[4, 4, 4, 4, 3]	3.8333333333333335	dev
1638	First, the characteristic of Old Kingdom depictions of kings is possessed at the head of the Sphinx.	3	[2, 3, 1, 3, 3]	2.5	train
1639	"and i had listen ""success attract success and money attract money"""	3	[3, 3, 2, 3, 3]	2.8333333333333335	test
1640	I agree that the use of cars is increased today.	4	[3, 4, 4, 3, 4]	3.6666666666666665	train
1641	Because it is more convinient to move by the airplane and car.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
1642	Nowadays so many people study the way that makes advertisemets increase the sells, that is why our behaviour is influenced by what we listen or what we see on the television.	3	[2, 1, 3, 3, 3]	2.5	dev
1643	Also they can go for shopping and buying a new fashionable clothes .	3	[3, 3, 4, 2, 3]	3.0	test
1644	It's really a good film.	4	[4, 4, 4, 4, 4]	4.0	test
1645	Finally, they don't like to stay doind the easy things.	4	[2, 3, 3, 3, 3]	3.0	train
1646	still exist.	0	[]	0.0	none
1647	For instance, Leonardo Davinchi had inspected many creative inventions.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
1648	After that i studied in more depth to the topics and understood the ideas and concept of the topic.	3	[2, 2, 4, 4, 3]	3.0	test
1649	Each failure can teach a new way to his/her to how resolve the main problem.	3	[3, 4, 2, 4, 2]	3.0	train
1650	Those ads that we found in our favorite TV show, on the traffic sides, when we read the newspaper, when we travel outside the country, when we go online, when we go to a public restroom, when...	3	[3, 4, 3, 3, 2]	3.0	train
1651	But with a car you can make a trip wherever you want to.	4	[2, 4, 3, 4, 3]	3.3333333333333335	train
1652	No free time make not good future.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
1653	When the forest is caught on fire the wood turns into ashes which is pottesium.	3	[3, 3, 2, 4, 3]	3.0	test
1654	In my opinion , cars will be took full use of in the twenty years.	2	[3, 2, 4, 2, 2]	2.5	test
1655	which was i wanted to take experience on it since I was at middle school.	2	[2, 1, 1, 1, 1]	1.3333333333333333	train
1656	in the fact the matter that alot of acadmic subject can not be used seperatley.	1	[3, 3, 3, 3, 3]	2.6666666666666665	test
1657	It is attributed to the fact that being in some places that can be dangerous situation, such as a owner of venture marketing includes advantages and disadvantages.	2	[2, 3, 4, 3, 3]	2.8333333333333335	train
